,Product_name,Brand,Discounted_Price,Discount,Original_Price,Ratings,Total_Ratings,Product_URL
47,Rajdhani White Lobia (Whole),Rajdhani,Rs.70,1%,Rs.71,4.5,155,https://www.flipkart.com/rajdhani-white-lobia-whole/p/itmf8wh6cj9agvne?pid=PLSF6Y2DFFSFNR72&lid=LSTPLSF6Y2DFFSFNR72K5YPWY&marketplace=FLIPKART&srno=b_2_47&otracker=browse&fm=organic&iid=faf6c814-cf13-4734-ae31-75f68bd7a838.PLSF6Y2DFFSFNR72.SEARCH&ssid=ses2m80o1c0000001591294963353
48,Chana Dal,Chana Dal,Rs.105,19%,Rs.130,4.4,"1,513",https://www.flipkart.com/chana-dal/p/itmeymkrdcbbzngh?pid=PLSEWWBTEZUQT7GP&lid=LSTPLSEWWBTEZUQT7GPEBJTYM&marketplace=FLIPKART&srno=b_2_48&otracker=browse&fm=organic&iid=faf6c814-cf13-4734-ae31-75f68bd7a838.PLSEWWBTEZUQT7GP.SEARCH&ssid=ses2m80o1c0000001591294963353
49,Kellogg's Original Corn Flakes,Kellogg's,Rs.403,5%,Rs.425,4.6,832,https://www.flipkart.com/kellogg-s-original-corn-flakes/p/itmfb876fb9b26a9?pid=CAFFJBYYPMYWTJHA&lid=LSTCAFFJBYYPMYWTJHAVGUBN4&marketplace=FLIPKART&srno=b_2_49&otracker=browse&fm=organic&iid=faf6c814-cf13-4734-ae31-75f68bd7a838.CAFFJBYYPMYWTJHA.SEARCH&ssid=ses2m80o1c0000001591294963353
50,Cadbury Bournvita Health Drink Nutrition Drink,Cadbury,Rs.286,1%,Rs.290,4.5,"11,923",https://www.flipkart.com/cadbury-bournvita-health-drink-nutrition/p/itmfhf8pfdw8gxb5?pid=ESRFCZVQZRUREGEX&lid=LSTESRFCZVQZRUREGEXSBX0LQ&marketplace=FLIPKART&srno=b_2_50&otracker=browse&fm=organic&iid=en_6pIN8NhzrviCKA%2Bw2dBk%2B3YW7o7v8roLnqMNRTdmZdfGCj32U4os83BRddAcY8Pb8TCj29BtLUyQ%2BVBw19HcDw%3D%3D&ssid=ses2m80o1c0000001591294963353
51,Tang Mango Instant Drink Mix,Tang,Rs.200,4%,Rs.210,4.4,"5,480",https://www.flipkart.com/tang-mango-instant-drink-mix/p/itm643242cabb2be?pid=CNCFFY9UDZUWZ5SX&lid=LSTCNCFFY9UDZUWZ5SXOCFLLE&marketplace=FLIPKART&srno=b_2_51&otracker=browse&fm=organic&iid=faf6c814-cf13-4734-ae31-75f68bd7a838.CNCFFY9UDZUWZ5SX.SEARCH&ssid=ses2m80o1c0000001591294963353
52,Kellogg's Muesli Nuts Delight,Kellogg's,Rs.375,9%,Rs.415,4.5,"3,588",https://www.flipkart.com/kellogg-s-muesli-nuts-delight/p/itmf3qzzsesg2qms?pid=CAFETEJYGEQG7CKW&lid=LSTCAFETEJYGEQG7CKW4HJWGY&marketplace=FLIPKART&srno=b_2_52&otracker=browse&fm=organic&iid=faf6c814-cf13-4734-ae31-75f68bd7a838.CAFETEJYGEQG7CKW.SEARCH&ssid=ses2m80o1c0000001591294963353
53,Cadbury Bournvita Health Nutrition Drink,Cadbury,Rs.217,0%,Rs.217,4.5,"12,313",https://www.flipkart.com/cadbury-bournvita-health-nutrition-drink/p/itmfgx4gczhbpyp7?pid=ESRFCZVQZPGR6MRW&lid=LSTESRFCZVQZPGR6MRWLCGN9O&marketplace=FLIPKART&srno=b_2_53&otracker=browse&fm=organic&iid=faf6c814-cf13-4734-ae31-75f68bd7a838.ESRFCZVQZPGR6MRW.SEARCH&ssid=ses2m80o1c0000001591294963353
54,Betty Crocker Triple Choco Brownie Mix 425 g,Betty,Rs.322,2%,Rs.330,4.4,294,https://www.flipkart.com/betty-crocker-triple-choco-brownie-mix-425-g/p/itmet9fwknytydxj?pid=RYMET9FWZSB3AZZH&lid=LSTRYMET9FWZSB3AZZHIERCDH&marketplace=FLIPKART&srno=b_2_54&otracker=browse&fm=organic&iid=en_6pIN8NhzrviCKA%2Bw2dBk%2B3YW7o7v8roLnqMNRTdmZdfPEk40kEjLBqcckV74oi2QQXeK%2FOWxigzT1ZW%2B1fZmPg%3D%3D&ssid=ses2m80o1c0000001591294963353
55,Cadbury Bournvita Health Drink Nutrition Drink,Cadbury,Rs.199,2%,Rs.204,4.5,"11,923",https://www.flipkart.com/cadbury-bournvita-health-drink-nutrition/p/itmfhf8pfdw8gxb5?pid=ESRFCTFK9ZBX9JE5&lid=LSTESRFCTFK9ZBX9JE5AAVLCL&marketplace=FLIPKART&srno=b_2_55&otracker=browse&fm=organic&iid=faf6c814-cf13-4734-ae31-75f68bd7a838.ESRFCTFK9ZBX9JE5.SEARCH&ssid=ses2m80o1c0000001591294963353
56,Saffola Active Pro Weight Watchers Blended Oil Can,Saffola,Rs.646,5%,Rs.680,4.6,804,https://www.flipkart.com/saffola-active-pro-weight-watchers-blended-oil-can/p/itmf3200a6f97d5f?pid=EDOET83G3QFMGRCH&lid=LSTEDOET83G3QFMGRCH8JHDMH&marketplace=FLIPKART&srno=b_2_56&otracker=browse&fm=organic&iid=faf6c814-cf13-4734-ae31-75f68bd7a838.EDOET83G3QFMGRCH.SEARCH&ssid=ses2m80o1c0000001591294963353
57,PediaSure Premium Chocolate Nutrition Drink,PediaSure,"Rs.1,080",8%,"Rs.1,180",4.5,"8,716",https://www.flipkart.com/pediasure-premium-chocolate-nutrition-drink/p/itmeaf3bc8bb1745?pid=ESRF3DZ2HRZZDNGP&lid=LSTESRF3DZ2HRZZDNGP2ZJBHD&marketplace=FLIPKART&srno=b_2_57&otracker=browse&fm=organic&iid=faf6c814-cf13-4734-ae31-75f68bd7a838.ESRF3DZ2HRZZDNGP.SEARCH&ssid=ses2m80o1c0000001591294963353
58,BRU Instant Coffee,BRU Instant,Rs.175,2%,Rs.180,4.4,"2,449",https://www.flipkart.com/bru-instant-coffee/p/itmfghzjtbvsb9ka?pid=CFEET82S2H2VSY5W&lid=LSTCFEET82S2H2VSY5WQCSUGL&marketplace=FLIPKART&srno=b_2_58&otracker=browse&fm=organic&iid=faf6c814-cf13-4734-ae31-75f68bd7a838.CFEET82S2H2VSY5W.SEARCH&ssid=ses2m80o1c0000001591294963353
59,Lipton Pure & Light Green Tea Bags Box,Lipton,Rs.145,3%,Rs.150,4.4,"49,437",https://www.flipkart.com/lipton-pure-light-green-tea-bags-box/p/itmex8erszekvngc?pid=TEAETC92X9NXPDWE&lid=LSTTEAETC92X9NXPDWEPVBYAA&marketplace=FLIPKART&srno=b_2_59&otracker=browse&fm=organic&iid=faf6c814-cf13-4734-ae31-75f68bd7a838.TEAETC92X9NXPDWE.SEARCH&ssid=ses2m80o1c0000001591294963353
60,Saffola Aura Extra Virgin Olive and Flaxseed Blended Oi...,Saffola,Rs.150,54%,Rs.330,4.3,40,https://www.flipkart.com/saffola-aura-extra-virgin-olive-flaxseed-blended-oil-plastic-bottle/p/itmezwfwdharczxx?pid=EDOEZWFWDTPEBFG2&lid=LSTEDOEZWFWDTPEBFG2UTHNWQ&marketplace=FLIPKART&srno=b_2_60&otracker=browse&fm=organic&iid=en_6pIN8NhzrviCKA%2Bw2dBk%2B3YW7o7v8roLnqMNRTdmZdeymTEbD9fzLyL5ExmSGqFylh3w9zHin4j9x57h5D2NgA%3D%3D&ssid=ses2m80o1c0000001591294963353
61,Sugar Free Gold 500 Pellets Sweetener,Sugar,Rs.237,5%,Rs.250,4.6,557,https://www.flipkart.com/sugar-free-gold-500-pellets-sweetener/p/itm547462d920bf1?pid=ARSFZJHHCA59YTZN&lid=LSTARSFZJHHCA59YTZNZMJ978&marketplace=FLIPKART&srno=b_2_61&otracker=browse&fm=organic&iid=faf6c814-cf13-4734-ae31-75f68bd7a838.ARSFZJHHCA59YTZN.SEARCH&ssid=ses2m80o1c0000001591294963353
62,Happilo Premium Dried Afghani Figs,Happilo,Rs.338,7%,Rs.365,4.2,"4,289",https://www.flipkart.com/happilo-premium-dried-afghani-figs/p/itmf4n9pj4tqyduz?pid=NDFF4N9PJTTCWEGS&lid=LSTNDFF4N9PJTTCWEGS9ZBE05&marketplace=FLIPKART&srno=b_2_62&otracker=browse&fm=organic&iid=faf6c814-cf13-4734-ae31-75f68bd7a838.NDFF4N9PJTTCWEGS.SEARCH&ssid=ses2m80o1c0000001591294963353
63,Saffola Gold Blended Oil Pouch,Saffola,Rs.576,9%,Rs.636,4.5,"1,970",https://www.flipkart.com/saffola-gold-blended-oil-pouch/p/itmf5ytwzhbtvzgm?pid=EDOFHZYQGQUHFX2D&lid=LSTEDOFHZYQGQUHFX2DX3SNA4&marketplace=FLIPKART&srno=b_2_63&otracker=browse&fm=organic&iid=faf6c814-cf13-4734-ae31-75f68bd7a838.EDOFHZYQGQUHFX2D.SEARCH&ssid=ses2m80o1c0000001591294963353
64,Saffola Aura Extra Virgin Olive and Flaxseed EV Blended...,Saffola,Rs.250,58%,Rs.600,4.4,35,https://www.flipkart.com/saffola-aura-extra-virgin-olive-flaxseed-ev-blended-oil-plastic-bottle/p/itmfbtxjb2xvfgph?pid=EDOF7TMYJNAZGMJZ&lid=LSTEDOF7TMYJNAZGMJZVW0WSP&marketplace=FLIPKART&srno=b_2_64&otracker=browse&fm=organic&iid=en_6pIN8NhzrviCKA%2Bw2dBk%2B3YW7o7v8roLnqMNRTdmZdfpsMc1BAvusr%2FzPZnlA%2Bh6nAxwA8DrSPvhRt%2BDJhFA6Q%3D%3D&ssid=ses2m80o1c0000001591294963353
65,Saffola Active Blended Oil Pouch,Saffola,Rs.520,10%,Rs.580,4.5,"2,773",https://www.flipkart.com/saffola-active-blended-oil-pouch/p/itmevmncsjmck6wn?pid=EDOFHZYQHEAFSBZH&lid=LSTEDOFHZYQHEAFSBZHP75SAC&marketplace=FLIPKART&srno=b_2_65&otracker=browse&fm=organic&iid=faf6c814-cf13-4734-ae31-75f68bd7a838.EDOFHZYQHEAFSBZH.SEARCH&ssid=ses2m80o1c0000001591294963353
66,Maggi Masala Magic,Maggi Masala,Rs.50,9%,Rs.55,4.6,"1,356",https://www.flipkart.com/maggi-masala-magic/p/itmfg4fmnxdvzgmn?pid=SCMFG4FMZF2KZ8XE&lid=LSTSCMFG4FMZF2KZ8XE75VOKU&marketplace=FLIPKART&srno=b_2_66&otracker=browse&fm=organic&iid=faf6c814-cf13-4734-ae31-75f68bd7a838.SCMFG4FMZF2KZ8XE.SEARCH&ssid=ses2m80o1c0000001591294963353
67,Kellogg's Crunchy Granola Almonds and Cranberries,Kellogg's,Rs.299,5%,Rs.315,4.5,"1,195",https://www.flipkart.com/kellogg-s-crunchy-granola-almonds-cranberries/p/itmf5vzeuq7vbxwk?pid=CAFF5VZEPXHTV8Z5&lid=LSTCAFF5VZEPXHTV8Z5M0PFRR&marketplace=FLIPKART&srno=b_2_67&otracker=browse&fm=organic&iid=faf6c814-cf13-4734-ae31-75f68bd7a838.CAFF5VZEPXHTV8Z5.SEARCH&ssid=ses2m80o1c0000001591294963353
68,Horlicks Classic Malt,Horlicks Classic,Rs.228,0%,Rs.229,4.5,"19,949",https://www.flipkart.com/horlicks-classic-malt/p/itmf2zkfvwzghgga?pid=MDMEUJWYWF3V8KEZ&lid=LSTMDMEUJWYWF3V8KEZIGLIIW&marketplace=FLIPKART&srno=b_2_68&otracker=browse&fm=organic&iid=faf6c814-cf13-4734-ae31-75f68bd7a838.MDMEUJWYWF3V8KEZ.SEARCH&ssid=ses2m80o1c0000001591294963353
69,MTR Special Garam Masala,MTR,Rs.50,0%,Rs.50,4.5,536,https://www.flipkart.com/mtr-special-garam-masala/p/itmewxdr5f3h3pdf?pid=SCMETEMHZ2UUGAMH&lid=LSTSCMETEMHZ2UUGAMHONTVGL&marketplace=FLIPKART&srno=b_2_69&otracker=browse&fm=organic&iid=faf6c814-cf13-4734-ae31-75f68bd7a838.SCMETEMHZ2UUGAMH.SEARCH&ssid=ses2m80o1c0000001591294963353
70,Tang Orange Instant Drink Mix,Tang,Rs.182,13%,Rs.210,4.4,"8,851",https://www.flipkart.com/tang-orange-instant-drink-mix/p/itmexzyeypfrjuef?pid=CNCETZN8AU9HMQEX&lid=LSTCNCETZN8AU9HMQEXYAWV8K&marketplace=FLIPKART&srno=b_2_70&otracker=browse&fm=organic&iid=en_6pIN8NhzrviCKA%2Bw2dBk%2B3YW7o7v8roLnqMNRTdmZdc%2BlVGA8WlIxmnhs1hN1PLOq%2FOg7iRAbeXf2BmkyKCBXA%3D%3D&ssid=ses2m80o1c0000001591294963353
71,Amul Pure Ghee 1 L Pouch,Amul,Rs.504,0%,Rs.505,4.6,"1,162",https://www.flipkart.com/amul-pure-ghee-1-l-pouch/p/itmf7dvqpybgtgum?pid=GHEFG48VHC4G4U8S&lid=LSTGHEFG48VHC4G4U8SLORL6C&marketplace=FLIPKART&srno=b_2_71&otracker=browse&fm=organic&iid=faf6c814-cf13-4734-ae31-75f68bd7a838.GHEFG48VHC4G4U8S.SEARCH&ssid=ses2m80o1c0000001591294963353
72,"Tang Orange Instant Drink Mix, 500g(Each)",Tang,Rs.264,2%,Rs.270,4.4,"8,851",https://www.flipkart.com/tang-orange-instant-drink-mix-500g-each/p/itmfgdjheewc42f3?pid=CNCFCMUJQZKWHQPN&lid=LSTCNCFCMUJQZKWHQPN3HMKGR&marketplace=FLIPKART&srno=b_2_72&otracker=browse&fm=organic&iid=faf6c814-cf13-4734-ae31-75f68bd7a838.CNCFCMUJQZKWHQPN.SEARCH&ssid=ses2m80o1c0000001591294963353
73,Flipkart Supermart Select Besan,Flipkart,Rs.114,24%,Rs.150,4.3,419,https://www.flipkart.com/flipkart-supermart-select-besan/p/itmaec3d72bb27c9?pid=FLRF4SSGRYVZGCWH&lid=LSTFLRF4SSGRYVZGCWHLI88QV&marketplace=FLIPKART&srno=b_2_73&otracker=browse&fm=organic&iid=faf6c814-cf13-4734-ae31-75f68bd7a838.FLRF4SSGRYVZGCWH.SEARCH&ssid=ses2m80o1c0000001591294963353
74,Saffola Fittify Gourmet Slim Meal Shake Whey Protein,Saffola,"Rs.1,038",12%,"Rs.1,190",4.3,86,https://www.flipkart.com/saffola-fittify-gourmet-slim-meal-shake-whey-protein/p/itm6575bd00426f8?pid=PSLFNF3ZF2KHSHG8&lid=LSTPSLFNF3ZF2KHSHG8A38DKM&marketplace=FLIPKART&srno=b_2_74&otracker=browse&fm=organic&iid=en_6pIN8NhzrviCKA%2Bw2dBk%2B3YW7o7v8roLnqMNRTdmZddxvvjePptB3geVvLIIm%2FAxfeuylkGxcrobYuO%2FWvA8KQ%3D%3D&ssid=ses2m80o1c0000001591294963353
75,Taj Mahal Tea Box,Taj,Rs.245,0%,Rs.245,4.4,"2,471",https://www.flipkart.com/taj-mahal-tea-box/p/itmewhuctjhugcnm?pid=TEAETY5NRYGJBT5U&lid=LSTTEAETY5NRYGJBT5UTUYIJM&marketplace=FLIPKART&srno=b_2_75&otracker=browse&fm=organic&iid=faf6c814-cf13-4734-ae31-75f68bd7a838.TEAETY5NRYGJBT5U.SEARCH&ssid=ses2m80o1c0000001591294963353
76,Happilo 100% Natural Premium Whole Nuts Cashews,Happilo,Rs.251,25%,Rs.335,4.4,"14,631",https://www.flipkart.com/happilo-100-natural-premium-whole-nuts-cashews/p/itmf4n9p4y6qyn6y?pid=NDFF4N9PAKGQJJEC&lid=LSTNDFF4N9PAKGQJJECTEPWTH&marketplace=FLIPKART&srno=b_2_76&otracker=browse&fm=organic&iid=faf6c814-cf13-4734-ae31-75f68bd7a838.NDFF4N9PAKGQJJEC.SEARCH&ssid=ses2m80o1c0000001591294963353
77,WOW Life Science Organic Apple Cider Vinegar - with str...,WOW,Rs.454,49%,Rs.899,4.3,"10,738",https://www.flipkart.com/wow-life-science-organic-apple-cider-vinegar-strand-mother-not-concentrate/p/itm1635c87758835?pid=ESRFFFNY9GNFUGYB&lid=LSTESRFFFNY9GNFUGYBGXZMXO&marketplace=FLIPKART&srno=b_2_77&otracker=browse&fm=organic&iid=faf6c814-cf13-4734-ae31-75f68bd7a838.ESRFFFNY9GNFUGYB.SEARCH&ssid=ses2m80o1c0000001591294963353
78,Nestle Everyday Shahi Ghee Ghee 1 L Tetrapack,Nestle,Rs.469,6%,Rs.500,4.5,74,https://www.flipkart.com/nestle-everyday-shahi-ghee-1-l-tetrapack/p/itm9d2b07e1d4c88?pid=GHEFQX2TUUVNTY7U&lid=LSTGHEFQX2TUUVNTY7UZUKCLK&marketplace=FLIPKART&srno=b_2_78&otracker=browse&fm=organic&iid=faf6c814-cf13-4734-ae31-75f68bd7a838.GHEFQX2TUUVNTY7U.SEARCH&ssid=ses2m80o1c0000001591294963353
79,Happilo Premium Afghani Seedless Black Raisins,Happilo,Rs.202,10%,Rs.225,4.3,"5,327",https://www.flipkart.com/happilo-premium-afghani-seedless-black-raisins/p/itmf4n9pjvtyegdv?pid=NDFF4N9PZ6P4RKWB&lid=LSTNDFF4N9PZ6P4RKWBU5D0UH&marketplace=FLIPKART&srno=b_2_79&otracker=browse&fm=organic&iid=faf6c814-cf13-4734-ae31-75f68bd7a838.NDFF4N9PZ6P4RKWB.SEARCH&ssid=ses2m80o1c0000001591294963353
80,Saffola Fittify Gourmet Lemon Mint Instant Coffee,Saffola,Rs.221,15%,Rs.260,4.3,"3,898",https://www.flipkart.com/saffola-fittify-gourmet-lemon-mint-instant-coffee/p/itmfbgz62szbxahm?pid=CFEFBGZ63MDFCZQG&lid=LSTCFEFBGZ63MDFCZQGNZTKEA&marketplace=FLIPKART&srno=b_2_80&otracker=browse&fm=organic&iid=en_6pIN8NhzrviCKA%2Bw2dBk%2B3YW7o7v8roLnqMNRTdmZddXsd1bGENGp9KbmMmUKevJGjSI%2BJbm5ivOYITbktvCOg%3D%3D&ssid=ses2m80o1c0000001591294963353
81,Emami Healthy & Tasty Refined Rice Bran Oil Pouch,Emami,Rs.123,1%,Rs.125,4.5,"1,725",https://www.flipkart.com/emami-healthy-tasty-refined-rice-bran-oil-pouch/p/itmevt5u3zecfgpy?pid=EDOEVT5UGZXJYAHU&lid=LSTEDOEVT5UGZXJYAHUXIIJNQ&marketplace=FLIPKART&srno=b_3_81&otracker=browse&fm=organic&iid=1b4c7bba-f8c8-4400-8646-5dce77a72f06.EDOEVT5UGZXJYAHU.SEARCH&ssid=a2zh2a9zgg0000001591294977584
82,Madhusudan Desi Ghee 1 L Carton,Madhusudan,Rs.494,5%,Rs.525,4.1,166,https://www.flipkart.com/madhusudan-desi-ghee-1-l-carton/p/itmfbd3w2bh3g5fn?pid=GHEF6TFFHS9VJFEF&lid=LSTGHEF6TFFHS9VJFEFOUY7GL&marketplace=FLIPKART&srno=b_3_82&otracker=browse&fm=organic&iid=1b4c7bba-f8c8-4400-8646-5dce77a72f06.GHEF6TFFHS9VJFEF.SEARCH&ssid=a2zh2a9zgg0000001591294977584
83,Nescafe Greetings - The Ultimate Instant Coffee Kit 100...,Nescafe,Rs.594,15%,Rs.699,4.4,"11,164",https://www.flipkart.com/nescafe-greetings-ultimate-instant-coffee-kit-100-g/p/itmfawg7pc5wvyuc?pid=CFEFAWG7SGXJCYHA&lid=LSTCFEFAWG7SGXJCYHAGNLFZ9&marketplace=FLIPKART&srno=b_3_83&otracker=browse&fm=organic&iid=1b4c7bba-f8c8-4400-8646-5dce77a72f06.CFEFAWG7SGXJCYHA.SEARCH&ssid=a2zh2a9zgg0000001591294977584
84,Pintola All Natural Export Quality Peanut Butter (Crunc...,Pintola,Rs.399,6%,Rs.425,4.4,"23,075",https://www.flipkart.com/pintola-all-natural-export-quality-peanut-butter-crunchy-1-kg/p/itmf6gsmdanwwn5g?pid=JASFYBHBBMTSJCTB&lid=LSTJASFYBHBBMTSJCTBLKKY7R&marketplace=FLIPKART&srno=b_3_84&otracker=browse&fm=organic&iid=1b4c7bba-f8c8-4400-8646-5dce77a72f06.JASFYBHBBMTSJCTB.SEARCH&ssid=a2zh2a9zgg0000001591294977584
85,Roxy Gold Chakki Atta,Roxy,Rs.188,24%,Rs.250,4.2,850,https://www.flipkart.com/roxy-gold-chakki-atta/p/itmfcgcgau8p4e4v?pid=FLREU6Z6FADGJNZH&lid=LSTFLREU6Z6FADGJNZHAIATNQ&marketplace=FLIPKART&srno=b_3_85&otracker=browse&fm=organic&iid=1b4c7bba-f8c8-4400-8646-5dce77a72f06.FLREU6Z6FADGJNZH.SEARCH&ssid=a2zh2a9zgg0000001591294977584
86,Pediasure Specialized Nutrition Energy Drink,Pediasure,Rs.363,8%,Rs.395,4.5,"1,111",https://www.flipkart.com/pediasure-specialized-nutrition-energy-drink/p/itm522f393c1f435?pid=ESRFKEP8N2YH7Y57&lid=LSTESRFKEP8N2YH7Y57K7GZES&marketplace=FLIPKART&srno=b_3_86&otracker=browse&fm=organic&iid=1b4c7bba-f8c8-4400-8646-5dce77a72f06.ESRFKEP8N2YH7Y57.SEARCH&ssid=a2zh2a9zgg0000001591294977584
87,Happilo Premium Dried Turkish Apricots,Happilo,Rs.213,25%,Rs.285,4.1,"1,321",https://www.flipkart.com/happilo-premium-dried-turkish-apricots/p/itmf4n9pfnr5pphy?pid=NDFF4N9P3JDMSFJF&lid=LSTNDFF4N9P3JDMSFJFXWFVQB&marketplace=FLIPKART&srno=b_3_87&otracker=browse&fm=organic&iid=1b4c7bba-f8c8-4400-8646-5dce77a72f06.NDFF4N9P3JDMSFJF.SEARCH&ssid=a2zh2a9zgg0000001591294977584
88,Toor Dal,Toor Dal,Rs.113,31%,Rs.165,4.2,"8,286",https://www.flipkart.com/toor-dal/p/itmeymkrcrf3mdx9?pid=PLSEWWBTR5HGJDNX&lid=LSTPLSEWWBTR5HGJDNX85NEYS&marketplace=FLIPKART&srno=b_3_88&otracker=browse&fm=organic&iid=1b4c7bba-f8c8-4400-8646-5dce77a72f06.PLSEWWBTR5HGJDNX.SEARCH&ssid=a2zh2a9zgg0000001591294977584
89,Pintola All Natural Export Peanut Butter (Creamy) 1 kg,Pintola,Rs.399,6%,Rs.425,4.3,"23,477",https://www.flipkart.com/pintola-all-natural-export-peanut-butter-creamy-1-kg/p/itmf6gsmjg2zawhx?pid=JASFY6TB5ZTSYFMH&lid=LSTJASFY6TB5ZTSYFMHLKHIMI&marketplace=FLIPKART&srno=b_3_89&otracker=browse&fm=organic&iid=1b4c7bba-f8c8-4400-8646-5dce77a72f06.JASFY6TB5ZTSYFMH.SEARCH&ssid=a2zh2a9zgg0000001591294977584
90,Betty Crocker Pancake Mix 500 g,Betty,Rs.188,8%,Rs.205,4.3,915,https://www.flipkart.com/betty-crocker-pancake-mix-500-g/p/itmet9fwetzzk3aa?pid=RYMET9FWNBKUEW6M&lid=LSTRYMET9FWNBKUEW6MYAC3OJ&marketplace=FLIPKART&srno=b_3_90&otracker=browse&fm=organic&iid=1b4c7bba-f8c8-4400-8646-5dce77a72f06.RYMET9FWNBKUEW6M.SEARCH&ssid=a2zh2a9zgg0000001591294977584
91,Happilo 100% Natural Premium Californian Inshell Walnut...,Happilo,Rs.411,12%,Rs.470,4.2,"1,266",https://www.flipkart.com/happilo-100-natural-premium-californian-inshell-walnuts/p/itmf8yjscbsq45ty?pid=NDFF8YJR9D2WWKVC&lid=LSTNDFF8YJR9D2WWKVCSYLD0S&marketplace=FLIPKART&srno=b_3_91&otracker=browse&fm=organic&iid=1b4c7bba-f8c8-4400-8646-5dce77a72f06.NDFF8YJR9D2WWKVC.SEARCH&ssid=a2zh2a9zgg0000001591294977584
92,Sugar Free Natura Sweetener,Sugar,Rs.137,3%,Rs.142,4.5,363,https://www.flipkart.com/sugar-free-natura-sweetener/p/itmfy6wghhpjgmvk?pid=ARSFZJHHXXPCCRFF&lid=LSTARSFZJHHXXPCCRFFOHPUPQ&marketplace=FLIPKART&srno=b_3_92&otracker=browse&fm=organic&iid=1b4c7bba-f8c8-4400-8646-5dce77a72f06.ARSFZJHHXXPCCRFF.SEARCH&ssid=a2zh2a9zgg0000001591294977584
93,Nescafe Gold Instant Coffee,Nescafe,Rs.255,12%,Rs.290,4.5,"3,189",https://www.flipkart.com/nescafe-gold-instant-coffee/p/itmevbc2p7fat4zh?pid=CFEEVBC232ZRJGCG&lid=LSTCFEEVBC232ZRJGCGJIXN5Q&marketplace=FLIPKART&srno=b_3_93&otracker=browse&fm=organic&iid=1b4c7bba-f8c8-4400-8646-5dce77a72f06.CFEEVBC232ZRJGCG.SEARCH&ssid=a2zh2a9zgg0000001591294977584
94,Sugar Free Gold Sweetener,Sugar,Rs.133,5%,Rs.140,4.6,375,https://www.flipkart.com/sugar-free-gold-sweetener/p/itmez22uea4ynfwe?pid=ARSFZJHHQMNGGZJU&lid=LSTARSFZJHHQMNGGZJUOKK9R0&marketplace=FLIPKART&srno=b_3_94&otracker=browse&fm=organic&iid=1b4c7bba-f8c8-4400-8646-5dce77a72f06.ARSFZJHHQMNGGZJU.SEARCH&ssid=a2zh2a9zgg0000001591294977584
95,Quaker Oats,Quaker Oats,Rs.189,0%,Rs.190,4.5,"10,683",https://www.flipkart.com/quaker-oats/p/itmf3qzpykhzhyr2?pid=CAFEUBVQXDJKHC9X&lid=LSTCAFEUBVQXDJKHC9XQBZK7O&marketplace=FLIPKART&srno=b_3_95&otracker=browse&fm=organic&iid=1b4c7bba-f8c8-4400-8646-5dce77a72f06.CAFEUBVQXDJKHC9X.SEARCH&ssid=a2zh2a9zgg0000001591294977584
96,Cadbury Bournvita Pro Health Vitamins,Cadbury,Rs.275,8%,Rs.302,4.5,"1,444",https://www.flipkart.com/cadbury-bournvita-pro-health-vitamins/p/itmf9bmpk9fehjhv?pid=MDMETGN5XTYUENFH&lid=LSTMDMETGN5XTYUENFHJSO23M&marketplace=FLIPKART&srno=b_3_96&otracker=browse&fm=organic&iid=1b4c7bba-f8c8-4400-8646-5dce77a72f06.MDMETGN5XTYUENFH.SEARCH&ssid=a2zh2a9zgg0000001591294977584
97,Tetley Pure Original Green Tea Bags Box,Tetley,Rs.470,0%,Rs.470,4.4,"14,187",https://www.flipkart.com/tetley-pure-original-green-tea-bags-box/p/itmex2qx8vdbxzdu?pid=TEAEUHAM2P7VQY3V&lid=LSTTEAEUHAM2P7VQY3VCPKVW0&marketplace=FLIPKART&srno=b_3_97&otracker=browse&fm=organic&iid=1b4c7bba-f8c8-4400-8646-5dce77a72f06.TEAEUHAM2P7VQY3V.SEARCH&ssid=a2zh2a9zgg0000001591294977584
98,Oleev Imported Pomace Olive Oil Plastic Bottle,Oleev,Rs.327,63%,Rs.899,4.2,170,https://www.flipkart.com/oleev-imported-pomace-olive-oil-plastic-bottle/p/itmfcs7ykpzxhwwh?pid=EDOEUHJMTEESBZZT&lid=LSTEDOEUHJMTEESBZZTF3WBWF&marketplace=FLIPKART&srno=b_3_98&otracker=browse&fm=organic&iid=1b4c7bba-f8c8-4400-8646-5dce77a72f06.EDOEUHJMTEESBZZT.SEARCH&ssid=a2zh2a9zgg0000001591294977584
99,Ananda Ghee 1 L Carton,Ananda,Rs.439,13%,Rs.510,4.2,"2,497",https://www.flipkart.com/ananda-ghee-1-l-carton/p/itmf6qsab89cuzfn?pid=GHEF6QSAGZG6HPZH&lid=LSTGHEF6QSAGZG6HPZHNLWPGM&marketplace=FLIPKART&srno=b_3_99&otracker=browse&fm=organic&iid=1b4c7bba-f8c8-4400-8646-5dce77a72f06.GHEF6QSAGZG6HPZH.SEARCH&ssid=a2zh2a9zgg0000001591294977584
