Product_Name,Brand,Discounted_Price,Discount,Original_Price,Product_Rating,No_of_ratings,Product_URL,Platform
Vanalaya Chia Seeds,Vanalaya Chia,445.0,19.0,550.0,4.3,386,https://www.flipkart.com/vanalaya-chia-seeds/p/itm3e98889794f05?pid=EDSF7U82C83H3VPH&lid=LSTEDSF7U82C83H3VPH7N6GHE&marketplace=FLIPKART&srno=b_18_686&otracker=browse&fm=organic&iid=2529b019-66ac-40e1-8252-56fbc3bd3ee9.EDSF7U82C83H3VPH.SEARCH&ssid=zya3kb9a000000001591295223575,Flipkart
Akiva Superfoods Organic Apple Cider Vinegar (Turmeric ...,Akiva,549.0,24.0,725.0,0.0,0,https://www.flipkart.com/akiva-superfoods-organic-apple-cider-vinegar-turmeric-ginger/p/itm633814a5635ad?pid=VNGFHB8USDEN9T7K&lid=LSTVNGFHB8USDEN9T7KKDHJWO&marketplace=FLIPKART&srno=b_18_687&otracker=browse&fm=organic&iid=2529b019-66ac-40e1-8252-56fbc3bd3ee9.VNGFHB8USDEN9T7K.SEARCH&ssid=zya3kb9a000000001591295223575,Flipkart
D NATURE FRESH Cranberries 200g Cranberries,D,245.0,38.0,399.0,4.8,5,https://www.flipkart.com/d-nature-fresh-cranberries-200g/p/itm3f000a914208c?pid=NDFFH2RFP5FYGV6C&lid=LSTNDFFH2RFP5FYGV6CKHGKJG&marketplace=FLIPKART&srno=b_18_688&otracker=browse&fm=organic&iid=2529b019-66ac-40e1-8252-56fbc3bd3ee9.NDFFH2RFP5FYGV6C.SEARCH&ssid=zya3kb9a000000001591295223575,Flipkart
CARBAMIDE FORTE Cold Pressed Organic Flax Seeds Oil Cap...,CARBAMIDE,349.0,30.0,499.0,4.4,149,https://www.flipkart.com/carbamide-forte-cold-pressed-organic-flax-seeds-oil-capsules-1250mg-omega-3-6-9/p/itmabdebe54a5f58?pid=VSLFNWEUTYWZWQ3H&lid=LSTVSLFNWEUTYWZWQ3HL5AY4K&marketplace=FLIPKART&srno=b_18_689&otracker=browse&fm=organic&iid=2529b019-66ac-40e1-8252-56fbc3bd3ee9.VSLFNWEUTYWZWQ3H.SEARCH&ssid=zya3kb9a000000001591295223575,Flipkart
NutrActive Natural Apple Cider Vinegar | 1 Year Matured...,NutrActive,249.0,54.0,549.0,4.3,207,https://www.flipkart.com/nutractive-natural-apple-cider-vinegar-1-year-matured-maintain-ph-balance-weight-loss/p/itm5753e315ea1db?pid=ESRFCKWC4TPDTUJX&lid=LSTESRFCKWC4TPDTUJXVQ9RA7&marketplace=FLIPKART&srno=b_18_691&otracker=browse&fm=organic&iid=2529b019-66ac-40e1-8252-56fbc3bd3ee9.ESRFCKWC4TPDTUJX.SEARCH&ssid=zya3kb9a000000001591295223575,Flipkart
SHRI ANAND Red Chilly Powder (Laal Mirch Powder) 400 Gr...,SHRI,299.0,70.0,999.0,0.0,0,https://www.flipkart.com/shri-anand-red-chilly-powder-laal-mirch-powder-400-gram/p/itmbc82bbd70f36a?pid=SCMFSCCEDFPJ5293&lid=LSTSCMFSCCEDFPJ5293YELFEG&marketplace=FLIPKART&srno=b_18_692&otracker=browse&fm=organic&iid=2529b019-66ac-40e1-8252-56fbc3bd3ee9.SCMFSCCEDFPJ5293.SEARCH&ssid=zya3kb9a000000001591295223575,Flipkart
SHRI ANAND Red Chilly Flakes (Laal Kuti Mirch) 200 gram,SHRI,299.0,70.0,999.0,0.0,0,https://www.flipkart.com/shri-anand-red-chilly-flakes-laal-kuti-mirch-200-gram/p/itm502b3ac2766a0?pid=SCMFSCBNFVFZ7PZA&lid=LSTSCMFSCBNFVFZ7PZASWUKTJ&marketplace=FLIPKART&srno=b_18_693&otracker=browse&fm=organic&iid=2529b019-66ac-40e1-8252-56fbc3bd3ee9.SCMFSCBNFVFZ7PZA.SEARCH&ssid=zya3kb9a000000001591295223575,Flipkart
"Yogabar Multigrain Energy Bars - (Nuts and Seeds, 38gm ...",Yogabar,360.0,10.0,400.0,4.2,140,https://www.flipkart.com/yogabar-multigrain-energy-bars-nuts-seeds-38gm-x-10-bars/p/itmfcmhejxwbssbe?pid=CAFFCHVGHQVPUPHZ&lid=LSTCAFFCHVGHQVPUPHZSPGQLN&marketplace=FLIPKART&srno=b_18_695&otracker=browse&fm=organic&iid=2529b019-66ac-40e1-8252-56fbc3bd3ee9.CAFFCHVGHQVPUPHZ.SEARCH&ssid=zya3kb9a000000001591295223575,Flipkart
Muscletech Performance Series Phase 8 Whey Protein,Muscletech,3608.0,39.0,6000.0,4.2,197,https://www.flipkart.com/muscletech-performance-series-phase-8-whey-protein/p/itma22638686e3a5?pid=PSLEBFD9M8YYFCQF&lid=LSTPSLEBFD9M8YYFCQFMIRK0G&marketplace=FLIPKART&srno=b_18_696&otracker=browse&fm=organic&iid=2529b019-66ac-40e1-8252-56fbc3bd3ee9.PSLEBFD9M8YYFCQF.SEARCH&ssid=zya3kb9a000000001591295223575,Flipkart
True Elements Dried Whole Cranberries Cranberries,True,171.0,2.0,175.0,4.3,441,https://www.flipkart.com/true-elements-dried-whole-cranberries/p/itmf95g6k42x9zmd?pid=NDFF95BKYJCXHS4V&lid=LSTNDFF95BKYJCXHS4VIF7ZS7&marketplace=FLIPKART&srno=b_18_697&otracker=browse&fm=organic&iid=2529b019-66ac-40e1-8252-56fbc3bd3ee9.NDFF95BKYJCXHS4V.SEARCH&ssid=zya3kb9a000000001591295223575,Flipkart
HealthVit Sleepneed Melatonin 10 mg Advanced Sleep Supp...,HealthVit,399.0,43.0,700.0,4.3,3,https://www.flipkart.com/healthvit-sleepneed-melatonin-10-mg-advanced-sleep-support-60-tablets/p/itm57dbd6bf1aeb8?pid=VSLFHZZUFFZGCAH5&lid=LSTVSLFHZZUFFZGCAH5EPWEM7&marketplace=FLIPKART&srno=b_18_699&otracker=browse&fm=organic&iid=2529b019-66ac-40e1-8252-56fbc3bd3ee9.VSLFHZZUFFZGCAH5.SEARCH&ssid=zya3kb9a000000001591295223575,Flipkart
Happilo Premium International Nuts and Berries,Happilo,329.0,9.0,365.0,4.1,713,https://www.flipkart.com/happilo-premium-international-nuts-berries/p/itmf4n9p8rx7mhcz?pid=NDFF4N9PDY5A2HTW&lid=LSTNDFF4N9PDY5A2HTWZ4CUUK&marketplace=FLIPKART&srno=b_18_701&otracker=browse&fm=organic&iid=2529b019-66ac-40e1-8252-56fbc3bd3ee9.NDFF4N9PDY5A2HTW.SEARCH&ssid=zya3kb9a000000001591295223575,Flipkart
"axium axs193 Orange Candy, Black Candy Candy",axium,279.0,29.0,398.0,4.2,43,https://www.flipkart.com/axium-axs193-orange-candy-black-candy/p/itmfcg9shebwatwq?pid=CMFFCCW7GP22ZEPS&lid=LSTCMFFCCW7GP22ZEPSEHA2OG&marketplace=FLIPKART&srno=b_18_702&otracker=browse&fm=organic&iid=2529b019-66ac-40e1-8252-56fbc3bd3ee9.CMFFCCW7GP22ZEPS.SEARCH&ssid=zya3kb9a000000001591295223575,Flipkart
Dr. Biswas Good Health (Pack of 1),Dr.,169.0,27.0,232.0,4.1,3526,https://www.flipkart.com/dr-biswas-good-health-pack-1/p/itmfdt6szn5apsm2?pid=VSLFDAJEH2ZTEUKG&lid=LSTVSLFDAJEH2ZTEUKGR56RWQ&marketplace=FLIPKART&srno=b_18_703&otracker=browse&fm=organic&iid=2529b019-66ac-40e1-8252-56fbc3bd3ee9.VSLFDAJEH2ZTEUKG.SEARCH&ssid=zya3kb9a000000001591295223575,Flipkart
SHRI ANAND Turmeric (Haldi) Powder (400 Gram),SHRI,249.0,75.0,999.0,0.0,0,https://www.flipkart.com/shri-anand-turmeric-haldi-powder-400-gram/p/itma0deac2f3bba2?pid=SCMFSCAGYWWHCGY8&lid=LSTSCMFSCAGYWWHCGY8DHD9DM&marketplace=FLIPKART&srno=b_18_705&otracker=browse&fm=organic&iid=2529b019-66ac-40e1-8252-56fbc3bd3ee9.SCMFSCAGYWWHCGY8.SEARCH&ssid=zya3kb9a000000001591295223575,Flipkart
Farm Honey Moringa Honey,Farm,315.0,10.0,350.0,4.5,2,https://www.flipkart.com/farm-honey-moringa/p/itmf5y3m2v8v3a7h?pid=HNYF3HXGFMZBX8RR&lid=LSTHNYF3HXGFMZBX8RRQLVCE6&marketplace=FLIPKART&srno=b_18_706&otracker=browse&fm=organic&iid=2529b019-66ac-40e1-8252-56fbc3bd3ee9.HNYF3HXGFMZBX8RR.SEARCH&ssid=zya3kb9a000000001591295223575,Flipkart
HEALTHOXIDE Sweet Stevia Drops – Natural & Zero Calorie...,HEALTHOXIDE,349.0,12.0,399.0,4.3,33,https://www.flipkart.com/healthoxide-sweet-stevia-drops-natural-zero-calorie-sweetener-sugar-substitute-free-20-ml-sweetener/p/itm7e652da4910de?pid=ARSFMGJBAGCJEJKZ&lid=LSTARSFMGJBAGCJEJKZF0KZYY&marketplace=FLIPKART&srno=b_18_708&otracker=browse&fm=organic&iid=2529b019-66ac-40e1-8252-56fbc3bd3ee9.ARSFMGJBAGCJEJKZ.SEARCH&ssid=zya3kb9a000000001591295223575,Flipkart
Simply Nutra Melatonin 5mg - Promotes Sleep & Relaxatio...,Simply,599.0,33.0,899.0,4.7,3,https://www.flipkart.com/simply-nutra-melatonin-5mg-promotes-sleep-relaxation-120-tablets-1/p/itm831f5c11b0ec2?pid=VSLFM6J6CBHPZHDY&lid=LSTVSLFM6J6CBHPZHDYSEMZ3D&marketplace=FLIPKART&srno=b_18_709&otracker=browse&fm=organic&iid=2529b019-66ac-40e1-8252-56fbc3bd3ee9.VSLFM6J6CBHPZHDY.SEARCH&ssid=zya3kb9a000000001591295223575,Flipkart
Veg E Wagon Figs Regular 1000 Figs,Veg,1398.0,11.0,1574.0,4.0,40,https://www.flipkart.com/veg-e-wagon-figs-regular-1000/p/itmfyy5834u4ppdt?pid=NDFEZSSSJFUSVY7N&lid=LSTNDFEZSSSJFUSVY7NMZGA9F&marketplace=FLIPKART&srno=b_18_711&otracker=browse&fm=organic&iid=2529b019-66ac-40e1-8252-56fbc3bd3ee9.NDFEZSSSJFUSVY7N.SEARCH&ssid=zya3kb9a000000001591295223575,Flipkart
NutraFirst Apple Cider Vinegar Vinegar,NutraFirst,539.0,22.0,699.0,5.0,2,https://www.flipkart.com/nutrafirst-apple-cider-vinegar/p/itm6069d8b662ec0?pid=ESRFN6W6ZWENVXNV&lid=LSTESRFN6W6ZWENVXNV38FWFI&marketplace=FLIPKART&srno=b_18_712&otracker=browse&fm=organic&iid=2529b019-66ac-40e1-8252-56fbc3bd3ee9.ESRFN6W6ZWENVXNV.SEARCH&ssid=zya3kb9a000000001591295223575,Flipkart
BEST CHOICE NUTRITION Mass Gainer XXL Capsule For Fast ...,BEST,383.0,80.0,2000.0,3.5,34,https://www.flipkart.com/best-choice-nutrition-mass-gainer-xxl-capsule-fast-weight-muscle-gain-formula-naturally-gainers-mass-gainers/p/itmfez774jrfvvsf?pid=PSLFEGCKMWH483MU&lid=LSTPSLFEGCKMWH483MU3EPHG3&marketplace=FLIPKART&srno=b_18_715&otracker=browse&fm=organic&iid=2529b019-66ac-40e1-8252-56fbc3bd3ee9.PSLFEGCKMWH483MU.SEARCH&ssid=zya3kb9a000000001591295223575,Flipkart
Wonderland Roasted Combo Seeds Value Pack,Wonderland,599.0,40.0,1015.0,4.4,1284,https://www.flipkart.com/wonderland-roasted-combo-seeds-value-pack/p/itmf9qf2dy4ywtsf?pid=EDSF9P6MAUUCFFHR&lid=LSTEDSF9P6MAUUCFFHRBZWFR1&marketplace=FLIPKART&srno=b_18_716&otracker=browse&fm=organic&iid=2529b019-66ac-40e1-8252-56fbc3bd3ee9.EDSF9P6MAUUCFFHR.SEARCH&ssid=zya3kb9a000000001591295223575,Flipkart
SHRI ANAND Red Chilli Flakes (Mirch Kuti ),SHRI,199.0,80.0,999.0,0.0,0,https://www.flipkart.com/shri-anand-red-chilli-flakes-mirch-kuti/p/itm2592200b4b4ea?pid=SCMFSCAXMHCWAFDZ&lid=LSTSCMFSCAXMHCWAFDZCJTZH1&marketplace=FLIPKART&srno=b_18_717&otracker=browse&fm=organic&iid=2529b019-66ac-40e1-8252-56fbc3bd3ee9.SCMFSCAXMHCWAFDZ.SEARCH&ssid=zya3kb9a000000001591295223575,Flipkart
Veg E Wagon Munakka (Jumbo Raisins) Regular 500 gm Rais...,Veg,428.0,18.0,525.0,4.2,43,https://www.flipkart.com/veg-e-wagon-munakka-jumbo-raisins-regular-500-gm-raisins/p/itmf9pryvsxehwhr?pid=NDFF9PEYPYCDGSZ8&lid=LSTNDFF9PEYPYCDGSZ8ASQCKQ&marketplace=FLIPKART&srno=b_18_718&otracker=browse&fm=organic&iid=2529b019-66ac-40e1-8252-56fbc3bd3ee9.NDFF9PEYPYCDGSZ8.SEARCH&ssid=zya3kb9a000000001591295223575,Flipkart
Yogabar Wholegrain Breakfast Muesli+ - Almond + Quinoa ...,Yogabar,269.0,10.0,299.0,4.4,979,https://www.flipkart.com/yogabar-wholegrain-breakfast-muesli-almond-quinoa-crunch/p/itmfcwpqtrsfx6et?pid=CAFFCUSYPVWBUJVF&lid=LSTCAFFCUSYPVWBUJVFWGFG57&marketplace=FLIPKART&srno=b_18_719&otracker=browse&fm=organic&iid=2529b019-66ac-40e1-8252-56fbc3bd3ee9.CAFFCUSYPVWBUJVF.SEARCH&ssid=zya3kb9a000000001591295223575,Flipkart
Veg E Wagon Kishmish (Raisins) Yellow Bold Premium 250 ...,Veg,295.0,33.0,445.0,4.3,18,https://www.flipkart.com/veg-e-wagon-kishmish-raisins-yellow-bold-premium-250-pet-jar-raisins/p/itmfd2sv6gxw8faw?pid=NDFFDF4XENBXSFHN&lid=LSTNDFFDF4XENBXSFHNRFHNZT&marketplace=FLIPKART&srno=b_19_722&otracker=browse&fm=organic&iid=21d84775-eb77-4af2-b8a8-4fc5d9743ade.NDFFDF4XENBXSFHN.SEARCH&ssid=favs6fyh000000001591295235746,Flipkart
WOW Life Science Milk Thistle Capsules - 600mg,WOW,499.0,50.0,999.0,4.4,160,https://www.flipkart.com/wow-life-science-milk-thistle-capsules-600mg/p/itmf7nxpyhefbaqp?pid=VSLF7NTFZUTHGDNP&lid=LSTVSLF7NTFZUTHGDNPXRVG0L&marketplace=FLIPKART&srno=b_19_723&otracker=browse&fm=organic&iid=21d84775-eb77-4af2-b8a8-4fc5d9743ade.VSLF7NTFZUTHGDNP.SEARCH&ssid=favs6fyh000000001591295235746,Flipkart
"N2B Tomato Ketchup 1200g (Pack of 6, 200g each) Ketchup",N2B,335.0,6.0,360.0,0.0,0,https://www.flipkart.com/n2b-tomato-ketchup-1200g-pack-6-200g-each/p/itme68f0e05ab0b1?pid=SAKFNJY7SZFZDQFW&lid=LSTSAKFNJY7SZFZDQFW9ODKJB&marketplace=FLIPKART&srno=b_19_726&otracker=browse&fm=organic&iid=21d84775-eb77-4af2-b8a8-4fc5d9743ade.SAKFNJY7SZFZDQFW.SEARCH&ssid=favs6fyh000000001591295235746,Flipkart
"Zevic Erythritol Natural Sweetener, 300g Sweetener",Zevic,280.0,6.0,300.0,0.0,0,https://www.flipkart.com/zevic-erythritol-natural-sweetener-300g-sweetener/p/itmef1002ad6b6ad?pid=ARSFS2D4DPMJXDDW&lid=LSTARSFS2D4DPMJXDDW4MMCXB&marketplace=FLIPKART&srno=b_19_728&otracker=browse&fm=organic&iid=21d84775-eb77-4af2-b8a8-4fc5d9743ade.ARSFS2D4DPMJXDDW.SEARCH&ssid=favs6fyh000000001591295235746,Flipkart
"MuscleBlaze Super Gainer xxl (Chocolate, 5 Kg/ 11 lb) W...",MuscleBlaze,2749.0,43.0,4849.0,4.0,67578,https://www.flipkart.com/muscleblaze-super-gainer-xxl-chocolate-5-kg-11-lb-weight-gainers-mass-gainers/p/itmf89heegmgunzr?pid=PSLF897HAK79WW5Q&lid=LSTPSLF897HAK79WW5QRKVFGI&marketplace=FLIPKART&srno=b_19_729&otracker=browse&fm=organic&iid=21d84775-eb77-4af2-b8a8-4fc5d9743ade.PSLF897HAK79WW5Q.SEARCH&ssid=favs6fyh000000001591295235746,Flipkart
"HealthNutriva Apple Cider Vinegar | Raw,Filtered,Undilu...",HealthNutriva,529.0,55.0,1200.0,0.0,0,https://www.flipkart.com/healthnutriva-apple-cider-vinegar-raw-filtered-undiluted/p/itmc4972b2f2ca96?pid=ESRFZGN7ZND3TFGC&lid=LSTESRFZGN7ZND3TFGCE1LJ5Z&marketplace=FLIPKART&srno=b_19_731&otracker=browse&fm=organic&iid=21d84775-eb77-4af2-b8a8-4fc5d9743ade.ESRFZGN7ZND3TFGC.SEARCH&ssid=favs6fyh000000001591295235746,Flipkart
"True Elements Gluten Free, Rich in Iron, Semi Processed...",True,269.0,10.0,300.0,4.3,68,https://www.flipkart.com/true-elements-gluten-free-rich-iron-semi-processed-quinoa/p/itm05e772f45b62b?pid=GNMFFGXFQTWDBHZZ&lid=LSTGNMFFGXFQTWDBHZZOB4JQR&marketplace=FLIPKART&srno=b_19_732&otracker=browse&fm=organic&iid=21d84775-eb77-4af2-b8a8-4fc5d9743ade.GNMFFGXFQTWDBHZZ.SEARCH&ssid=favs6fyh000000001591295235746,Flipkart
Herbalife Nutrition Afresh Energy Drink Mix Peach 50g E...,Herbalife,495.0,27.0,686.0,4.7,9,https://www.flipkart.com/herbalife-nutrition-afresh-energy-drink-mix-peach-50g/p/itm82eb88dbdbfad?pid=ESRFRC95BHMSMYM8&lid=LSTESRFRC95BHMSMYM8PPDSU9&marketplace=FLIPKART&srno=b_19_733&otracker=browse&fm=organic&iid=21d84775-eb77-4af2-b8a8-4fc5d9743ade.ESRFRC95BHMSMYM8.SEARCH&ssid=favs6fyh000000001591295235746,Flipkart
Farm Naturelle 100 % Pure Organic Extra-Virgin Cold Pre...,Farm,647.0,23.0,849.0,4.4,21,https://www.flipkart.com/farm-naturelle-100-pure-organic-extra-virgin-cold-pressed-coconut-oil-600-ml-plastic-bottle/p/itm2dd5e00ee5c96?pid=EDOFGPV8WHTAZHQD&lid=LSTEDOFGPV8WHTAZHQDOPYJWE&marketplace=FLIPKART&srno=b_19_735&otracker=browse&fm=organic&iid=21d84775-eb77-4af2-b8a8-4fc5d9743ade.EDOFGPV8WHTAZHQD.SEARCH&ssid=favs6fyh000000001591295235746,Flipkart
Delight Nuts California Almonds Roasted & Salted 200g A...,Delight,368.0,2.0,379.0,4.2,254,https://www.flipkart.com/delight-nuts-california-almonds-roasted-salted-200g/p/itmf5j7qm5f6pmbk?pid=NDFF5J38DBVWRGP6&lid=LSTNDFF5J38DBVWRGP6B7NGRB&marketplace=FLIPKART&srno=b_19_736&otracker=browse&fm=organic&iid=21d84775-eb77-4af2-b8a8-4fc5d9743ade.NDFF5J38DBVWRGP6.SEARCH&ssid=favs6fyh000000001591295235746,Flipkart
Vitro Certified Organic Amla Juice,Vitro,320.0,1.0,325.0,4.3,92,https://www.flipkart.com/vitro-certified-organic-amla-juice/p/itm9f4c3a430e55b?pid=DAJFMUGASFQU8UH4&lid=LSTDAJFMUGASFQU8UH4F97DX2&marketplace=FLIPKART&srno=b_19_737&otracker=browse&fm=organic&iid=21d84775-eb77-4af2-b8a8-4fc5d9743ade.DAJFMUGASFQU8UH4.SEARCH&ssid=favs6fyh000000001591295235746,Flipkart
"RBR Turmeric (Haldi) powder, 100g",RBR,139.0,6.0,149.0,0.0,0,https://www.flipkart.com/rbr-turmeric-haldi-powder-100g/p/itmfcwtks53hdtze?pid=SCMFCUT7CPHN9JWB&lid=LSTSCMFCUT7CPHN9JWB3HA6CD&marketplace=FLIPKART&srno=b_19_738&otracker=browse&fm=organic&iid=21d84775-eb77-4af2-b8a8-4fc5d9743ade.SCMFCUT7CPHN9JWB.SEARCH&ssid=favs6fyh000000001591295235746,Flipkart
The Body Avenue Keto Advanced Weight Loss & Fat Burner ...,The,775.0,51.0,1599.0,4.2,349,https://www.flipkart.com/body-avenue-keto-advanced-weight-loss-fat-burner-capsules-1000mg/p/itmbd80e14fd35e0?pid=VSLFKUF2ZZM7Z9ZX&lid=LSTVSLFKUF2ZZM7Z9ZXXCAZO3&marketplace=FLIPKART&srno=b_19_739&otracker=browse&fm=organic&iid=21d84775-eb77-4af2-b8a8-4fc5d9743ade.VSLFKUF2ZZM7Z9ZX.SEARCH&ssid=favs6fyh000000001591295235746,Flipkart
SUN'A'DO California Almonds Roasted & Salted - 200g Alm...,SUN'A'DO,364.0,2.0,375.0,4.4,179,https://www.flipkart.com/sun-a-do-california-almonds-roasted-salted-200g/p/itmf8qvpfhtbvh9k?pid=NDFF8QRVH4KFU6RG&lid=LSTNDFF8QRVH4KFU6RG226VV4&marketplace=FLIPKART&srno=b_19_742&otracker=browse&fm=organic&iid=21d84775-eb77-4af2-b8a8-4fc5d9743ade.NDFF8QRVH4KFU6RG.SEARCH&ssid=favs6fyh000000001591295235746,Flipkart
Farm Naturelle Virgin Cold Pressed Cooking Oil-Groundnu...,Farm,305.0,1.0,309.0,5.0,3,https://www.flipkart.com/farm-naturelle-virgin-cold-pressed-cooking-oil-groundnut-peanut-oil-500ml-groundnut-glass-bottle/p/itm9e373481be209?pid=EDOFGHZKVTSFMWDG&lid=LSTEDOFGHZKVTSFMWDGNDXL98&marketplace=FLIPKART&srno=b_19_743&otracker=browse&fm=organic&iid=21d84775-eb77-4af2-b8a8-4fc5d9743ade.EDOFGHZKVTSFMWDG.SEARCH&ssid=favs6fyh000000001591295235746,Flipkart
"Colman's of Norwich Cranberry Sauce, New Whole Berry Sa...",Colman's,345.0,42.0,599.0,0.0,0,https://www.flipkart.com/colman-s-norwich-cranberry-sauce-new-whole-berry-sauce/p/itm71addd867fc14?pid=SAKFPGADK5VVHN5D&lid=LSTSAKFPGADK5VVHN5DDBJPQ0&marketplace=FLIPKART&srno=b_19_746&otracker=browse&fm=organic&iid=21d84775-eb77-4af2-b8a8-4fc5d9743ade.SAKFPGADK5VVHN5D.SEARCH&ssid=favs6fyh000000001591295235746,Flipkart
Seven Seas Cod Liver Oil Capsules (100 Cap),Seven,250.0,4.0,263.0,4.2,3206,https://www.flipkart.com/seven-seas-cod-liver-oil-capsules-100-cap/p/itmf3mcdmbmbak3z?pid=VSLEXN5FZUNQFAZF&lid=LSTVSLEXN5FZUNQFAZFNOSLRM&marketplace=FLIPKART&srno=b_19_747&otracker=browse&fm=organic&iid=21d84775-eb77-4af2-b8a8-4fc5d9743ade.VSLEXN5FZUNQFAZF.SEARCH&ssid=favs6fyh000000001591295235746,Flipkart
Protinex ORGINAL Nutrition Drink,Protinex,345.0,8.0,375.0,4.3,4689,https://www.flipkart.com/protinex-orginal-nutrition-drink/p/itmf4e2mpvnuxmfh?pid=PSLEP325GYAHFNBS&lid=LSTPSLEP325GYAHFNBS1X2NPK&marketplace=FLIPKART&srno=b_19_748&otracker=browse&fm=organic&iid=21d84775-eb77-4af2-b8a8-4fc5d9743ade.PSLEP325GYAHFNBS.SEARCH&ssid=favs6fyh000000001591295235746,Flipkart
Disano Extra Light Olive Oil Plastic Bottle,Disano,999.0,58.0,2395.0,4.4,469,https://www.flipkart.com/disano-extra-light-olive-oil-plastic-bottle/p/itmf7gj2n9gd6hws?pid=EDOF7GJ2P8QGHHKR&lid=LSTEDOF7GJ2P8QGHHKRO9NLML&marketplace=FLIPKART&srno=b_19_749&otracker=browse&fm=organic&iid=21d84775-eb77-4af2-b8a8-4fc5d9743ade.EDOF7GJ2P8QGHHKR.SEARCH&ssid=favs6fyh000000001591295235746,Flipkart
"N2B Green Chilli Sauce 1200g (Pack of 6, 200g each) Sau...",N2B,330.0,8.0,360.0,4.4,5,https://www.flipkart.com/n2b-green-chilli-sauce-1200g-pack-6-200g-each/p/itmd04e7dd2f51c4?pid=SAKFNNGZ9FCGE5ZF&lid=LSTSAKFNNGZ9FCGE5ZFJGFNJZ&marketplace=FLIPKART&srno=b_19_751&otracker=browse&fm=organic&iid=21d84775-eb77-4af2-b8a8-4fc5d9743ade.SAKFNNGZ9FCGE5ZF.SEARCH&ssid=favs6fyh000000001591295235746,Flipkart
Lipton Yellow Label Black Tea Box,Lipton,196.0,2.0,200.0,4.4,449,https://www.flipkart.com/lipton-yellow-label-black-tea-box/p/itmewyzfd329t4vt?pid=TEAETY5NC3G7B73F&lid=LSTTEAETY5NC3G7B73FFYFU4N&marketplace=FLIPKART&srno=b_19_753&otracker=browse&fm=organic&iid=21d84775-eb77-4af2-b8a8-4fc5d9743ade.TEAETY5NC3G7B73F.SEARCH&ssid=favs6fyh000000001591295235746,Flipkart
"Wonderland Foods 10 in 1 Healthy Mix, 200g (Mix of 10 D...",Wonderland,323.0,7.0,350.0,4.3,66,https://www.flipkart.com/wonderland-foods-10-1-healthy-mix-200g-mix-dry-fruits-seeds-berries/p/itmfeyhwgnrhzfhh?pid=NDFFEYAH5JRYSZNP&lid=LSTNDFFEYAH5JRYSZNP2RUMPU&marketplace=FLIPKART&srno=b_19_755&otracker=browse&fm=organic&iid=21d84775-eb77-4af2-b8a8-4fc5d9743ade.NDFFEYAH5JRYSZNP.SEARCH&ssid=favs6fyh000000001591295235746,Flipkart
Vanalaya Raw Organic Pumpkin Seeds,Vanalaya,300.0,14.0,350.0,4.6,21,https://www.flipkart.com/vanalaya-raw-organic-pumpkin-seeds/p/itmb870ddb06ecb4?pid=EDSFNS78MKEFQC2G&lid=LSTEDSFNS78MKEFQC2GCATQL4&marketplace=FLIPKART&srno=b_19_756&otracker=browse&fm=organic&iid=21d84775-eb77-4af2-b8a8-4fc5d9743ade.EDSFNS78MKEFQC2G.SEARCH&ssid=favs6fyh000000001591295235746,Flipkart
nutractive 100% Natural Vinegar,nutractive,255.0,53.0,549.0,4.0,50,https://www.flipkart.com/nutractive-100-natural-vinegar/p/itm4cdd67b1c1631?pid=ESRF3AHJYQJMGHMK&lid=LSTESRF3AHJYQJMGHMKQ2HJ0W&marketplace=FLIPKART&srno=b_19_757&otracker=browse&fm=organic&iid=21d84775-eb77-4af2-b8a8-4fc5d9743ade.ESRF3AHJYQJMGHMK.SEARCH&ssid=favs6fyh000000001591295235746,Flipkart
FARMUP Almond | Premium Quality | Tasty |100% Pure and ...,FARMUP,850.0,22.0,1100.0,4.9,12,https://www.flipkart.com/farmup-almond-premium-quality-tasty-100-pure-natural-500g-almonds/p/itmffucw3wfnxfd3?pid=NDFFFQ59AFCZV9GT&lid=LSTNDFFFQ59AFCZV9GTNUQFQP&marketplace=FLIPKART&srno=b_19_758&otracker=browse&fm=organic&iid=21d84775-eb77-4af2-b8a8-4fc5d9743ade.NDFFFQ59AFCZV9GT.SEARCH&ssid=favs6fyh000000001591295235746,Flipkart
BIGMUSCLES NUTRITION Real BCAA,BIGMUSCLES,775.0,36.0,1229.0,4.1,473,https://www.flipkart.com/bigmuscles-nutrition-real-bcaa/p/itmfgqfzz9j55jgw?pid=PSLFGP33YQTMAENH&lid=LSTPSLFGP33YQTMAENH7K5YYG&marketplace=FLIPKART&srno=b_19_759&otracker=browse&fm=organic&iid=21d84775-eb77-4af2-b8a8-4fc5d9743ade.PSLFGP33YQTMAENH.SEARCH&ssid=favs6fyh000000001591295235746,Flipkart
TrueBasics Ashwagandha (KSM-66),TrueBasics Ashwagandha,849.0,15.0,999.0,4.4,82,https://www.flipkart.com/truebasics-ashwagandha-ksm-66/p/itm0ba6ab6b5a61e?pid=VSLFGWHFWAEHFRRA&lid=LSTVSLFGWHFWAEHFRRAAH7EK5&marketplace=FLIPKART&srno=b_20_761&otracker=browse&fm=organic&iid=59c80431-1d4a-4f34-b6b5-ed1b6e3aa847.VSLFGWHFWAEHFRRA.SEARCH&ssid=l2gl54s8ps0000001591295250342,Flipkart
